sequence	number 	id 	treatment_1	treatment_2	treat	day	collection_date	days_since_collection	date	queen	eggs	larva	pupae	adults	active	position	measurement_y2	weight_queen	weight_20adults	final	virus_feeding	year	survivial 
4102	22	L2V	low	virus	4	362	30.06.2016	404	08.08.2017	1	NA	NA	21	59	4	44	14	NA	NA	no	yes	2	1
4103	23	L3C	low	control	3	362	30.06.2016	404	08.08.2017	NA	NA	NA	NA	NA	NA	33	14	NA	NA	no	yes	2	0
4104	24	L4C	low	control	3	362	30.06.2016	404	08.08.2017	1	NA	NA	48	57	1	15	14	NA	NA	no	yes	2	1
4105	25	L5V	low	virus	4	362	30.06.2016	404	08.08.2017	1	NA	NA	43	54	1	28	14	NA	NA	no	yes	2	1
4106	26	L6C	low	control	3	362	30.06.2016	404	08.08.2017	1	NA	NA	11	61	6	31	14	NA	NA	no	yes	2	1
4107	27	L7C	low	control	3	362	30.06.2016	404	08.08.2017	1	NA	NA	23	48	0	51	14	NA	NA	no	yes	2	1
4108	28	L8C	low	control	3	362	30.06.2016	404	08.08.2017	1	NA	NA	38	48	0	34	14	NA	NA	no	yes	2	1
4109	29	L9V	low	virus	4	362	30.06.2016	404	08.08.2017	1	NA	NA	22	52	2	58	14	NA	NA	no	yes	2	1
4110	30	L10V	low	virus	4	362	30.06.2016	404	08.08.2017	NA	NA	NA	NA	NA	NA	39	14	NA	NA	no	yes	2	0
4111	31	L11C	low	control	3	362	30.06.2016	404	08.08.2017	1	NA	NA	17	46	0	57	14	NA	NA	no	yes	2	1
4112	32	L12V	low	virus	4	362	30.06.2016	404	08.08.2017	1	NA	NA	41	58	3	49	14	NA	NA	no	yes	2	1
4113	33	L13V	low	virus	4	362	30.06.2016	404	08.08.2017	1	NA	NA	33	49	1	35	14	NA	NA	no	yes	2	1
4114	34	L14C	low	control	3	362	30.06.2016	404	08.08.2017	1	NA	NA	3	42	3	56	14	NA	NA	no	yes	2	0
4115	35	L15V	low	virus	4	362	30.06.2016	404	08.08.2017	1	NA	NA	34	62	2	6	14	NA	NA	no	yes	2	1
4116	36	L16V	low	virus	4	362	30.06.2016	404	08.08.2017	1	NA	NA	7	53	1	38	14	NA	NA	no	yes	2	1
4117	37	L17C	low	control	3	362	30.06.2016	404	08.08.2017	1	NA	NA	34	56	0	60	14	NA	NA	no	yes	2	1
4118	38	L18C	low	control	3	362	30.06.2016	404	08.08.2017	1	NA	NA	28	55	1	40	14	NA	NA	no	yes	2	1
4119	39	L19C	low	control	3	362	30.06.2016	404	08.08.2017	1	NA	NA	35	51	4	43	14	NA	NA	no	yes	2	1
4120	40	L20V	low	virus	4	362	30.06.2016	404	08.08.2017	1	NA	NA	33	61	0	27	14	NA	NA	no	yes	2	1
4121	41	H1V	high	virus	6	362	30.06.2016	404	08.08.2017	1	NA	NA	34	50	0	3	14	NA	NA	no	yes	2	1
4122	42	H2C	high	control	5	362	30.06.2016	404	08.08.2017	1	NA	NA	52	54	5	21	14	NA	NA	no	yes	2	1
4123	43	H3V	high	virus	6	362	30.06.2016	404	08.08.2017	1	NA	NA	11	53	6	45	14	NA	NA	no	yes	2	1
4124	44	H4C	high	control	5	362	30.06.2016	404	08.08.2017	NA	NA	NA	NA	NA	NA	42	14	NA	NA	no	yes	2	0
4125	45	H5V	high	virus	6	362	30.06.2016	404	08.08.2017	1	NA	NA	32	56	1	1	14	NA	NA	no	yes	2	1
4126	46	H6C	high	control	5	362	30.06.2016	404	08.08.2017	1	NA	NA	35	45	2	14	14	NA	NA	no	yes	2	1
4127	47	H7C	high	control	5	362	30.06.2016	404	08.08.2017	1	NA	NA	18	45	0	50	14	NA	NA	no	yes	2	1
4128	48	H8V	high	virus	6	362	30.06.2016	404	08.08.2017	1	NA	NA	13	44	5	47	14	NA	NA	no	yes	2	1
4129	49	H9V	high	virus	6	362	30.06.2016	404	08.08.2017	1	NA	NA	42	52	0	55	14	NA	NA	no	yes	2	1
4130	50	H10C	high	control	5	362	30.06.2016	404	08.08.2017	1	NA	NA	34	52	3	25	14	NA	NA	no	yes	2	1
4131	51	H11V	high	virus	6	362	30.06.2016	404	08.08.2017	NA	NA	NA	NA	NA	NA	37	14	NA	NA	no	yes	2	0
4132	52	H12C	high	control	5	362	30.06.2016	404	08.08.2017	1	NA	NA	30	50	1	29	14	NA	NA	no	yes	2	1
4133	53	H13V	high	virus	6	362	30.06.2016	404	08.08.2017	1	NA	NA	27	61	4	2	14	NA	NA	no	yes	2	1
4134	54	H14C	high	control	5	362	30.06.2016	404	08.08.2017	1	NA	NA	39	56	1	19	14	NA	NA	no	yes	2	1
4135	55	H15V	high	virus	6	362	30.06.2016	404	08.08.2017	1	NA	NA	14	51	3	16	14	NA	NA	no	yes	2	1
4136	56	H16C	high	control	5	362	30.06.2016	404	08.08.2017	1	NA	NA	33	58	5	54	14	NA	NA	no	yes	2	1
4137	57	H17V	high	virus	6	362	30.06.2016	404	08.08.2017	1	NA	NA	36	59	3	53	14	NA	NA	no	yes	2	1
4138	58	H18V	high	virus	6	362	30.06.2016	404	08.08.2017	NA	NA	NA	NA	NA	NA	36	14	NA	NA	no	yes	2	0
4139	59	H19C	high	control	5	362	30.06.2016	404	08.08.2017	NA	NA	NA	NA	NA	NA	22	14	NA	NA	no	yes	2	0
4140	60	H20C	high	control	5	362	30.06.2016	404	08.08.2017	1	NA	NA	16	43	1	48	14	NA	NA	no	yes	2	1
4141	1	C1V	control	virus	2	369	30.06.2016	411	15.08.2017	1	NA	NA	12	67	1	11	15	NA	NA	no	yes	2	1
4142	2	C2C	control	control	1	369	30.06.2016	411	15.08.2017	1	NA	NA	21	95	3	59	15	NA	NA	no	yes	2	1
4143	3	C3C	control	control	1	369	30.06.2016	411	15.08.2017	1	NA	NA	28	68	2	12	15	NA	NA	no	yes	2	1
4144	4	C4V	control	virus	2	369	30.06.2016	411	15.08.2017	1	NA	NA	24	67	1	30	15	NA	NA	no	yes	2	1
4145	5	C5V	control	virus	2	369	30.06.2016	411	15.08.2017	1	NA	NA	32	62	0	9	15	NA	NA	no	yes	2	1
4146	6	C6C	control	control	1	369	30.06.2016	411	15.08.2017	1	NA	NA	28	60	0	32	15	NA	NA	no	yes	2	1
4147	7	C7C	control	control	1	369	30.06.2016	411	15.08.2017	1	NA	NA	20	62	3	41	15	NA	NA	no	yes	2	1
4148	8	C8V	control	virus	2	369	30.06.2016	411	15.08.2017	1	NA	NA	0	22	0	5	15	NA	NA	no	yes	2	1
4149	9	C9C	control	control	1	369	30.06.2016	411	15.08.2017	NA	NA	NA	NA	NA	NA	24	15	NA	NA	no	yes	2	0
4150	10	C10C	control	control	1	369	30.06.2016	411	15.08.2017	1	NA	NA	29	76	3	7	15	NA	NA	no	yes	2	1
4151	11	C11V	control	virus	2	369	30.06.2016	411	15.08.2017	1	NA	NA	36	65	1	17	15	NA	NA	no	yes	2	1
4152	12	C12C	control	control	1	369	30.06.2016	411	15.08.2017	NA	NA	NA	NA	NA	NA	46	15	NA	NA	no	yes	2	0
4153	13	C13V	control	virus	2	369	30.06.2016	411	15.08.2017	1	NA	NA	25	73	5	8	15	NA	NA	no	yes	2	1
4154	14	C14C	control	control	1	369	30.06.2016	411	15.08.2017	1	NA	NA	42	78	0	13	15	NA	NA	no	yes	2	1
4155	15	C15V	control	virus	2	369	30.06.2016	411	15.08.2017	NA	NA	NA	NA	NA	NA	26	15	NA	NA	no	yes	2	0
4156	16	C16V	control	virus	2	369	30.06.2016	411	15.08.2017	1	NA	NA	0	0	0	18	15	NA	NA	no	yes	2	0
4157	17	C17V	control	virus	2	369	30.06.2016	411	15.08.2017	1	NA	NA	29	68	0	23	15	NA	NA	no	yes	2	1
4158	18	C18V	control	virus	2	369	30.06.2016	411	15.08.2017	1	NA	NA	51	67	2	10	15	NA	NA	no	yes	2	1
4159	19	C19C	control	control	1	369	30.06.2016	411	15.08.2017	1	NA	NA	17	72	0	4	15	NA	NA	no	yes	2	1
4160	20	C20C	control	control	1	369	30.06.2016	411	15.08.2017	1	NA	NA	38	76	3	20	15	NA	NA	no	yes	2	1
4161	21	L1V	low	virus	4	369	30.06.2016	411	15.08.2017	1	NA	NA	16	58	1	52	15	NA	NA	no	yes	2	1
4162	22	L2V	low	virus	4	369	30.06.2016	411	15.08.2017	1	NA	NA	12	59	1	44	15	NA	NA	no	yes	2	1
4163	23	L3C	low	control	3	369	30.06.2016	411	15.08.2017	NA	NA	NA	NA	NA	NA	33	15	NA	NA	no	yes	2	0
4164	24	L4C	low	control	3	369	30.06.2016	411	15.08.2017	1	NA	NA	38	64	0	15	15	NA	NA	no	yes	2	1
4165	25	L5V	low	virus	4	369	30.06.2016	411	15.08.2017	1	NA	NA	41	62	1	28	15	NA	NA	no	yes	2	1
4166	26	L6C	low	control	3	369	30.06.2016	411	15.08.2017	1	NA	NA	15	65	3	31	15	NA	NA	no	yes	2	1
4167	27	L7C	low	control	3	369	30.06.2016	411	15.08.2017	1	NA	NA	12	50	0	51	15	NA	NA	no	yes	2	1
4168	28	L8C	low	control	3	369	30.06.2016	411	15.08.2017	1	NA	NA	15	63	0	34	15	NA	NA	no	yes	2	1
4169	29	L9V	low	virus	4	369	30.06.2016	411	15.08.2017	1	NA	NA	17	56	2	58	15	NA	NA	no	yes	2	1
4170	30	L10V	low	virus	4	369	30.06.2016	411	15.08.2017	NA	NA	NA	NA	NA	NA	39	15	NA	NA	no	yes	2	0
4171	31	L11C	low	control	3	369	30.06.2016	411	15.08.2017	1	NA	NA	10	46	0	57	15	NA	NA	no	yes	2	1
4172	32	L12V	low	virus	4	369	30.06.2016	411	15.08.2017	1	NA	NA	16	69	0	49	15	NA	NA	no	yes	2	1
4173	33	L13V	low	virus	4	369	30.06.2016	411	15.08.2017	1	NA	NA	5	70	1	35	15	NA	NA	no	yes	2	1
4174	34	L14C	low	control	3	369	30.06.2016	411	15.08.2017	1	NA	NA	2	35	1	56	15	NA	NA	no	yes	2	0
4175	35	L15V	low	virus	4	369	30.06.2016	411	15.08.2017	1	NA	NA	18	69	3	6	15	NA	NA	no	yes	2	1
4176	36	L16V	low	virus	4	369	30.06.2016	411	15.08.2017	1	NA	NA	2	54	0	38	15	NA	NA	no	yes	2	1
4177	37	L17C	low	control	3	369	30.06.2016	411	15.08.2017	1	NA	NA	21	77	2	60	15	NA	NA	no	yes	2	1
4178	38	L18C	low	control	3	369	30.06.2016	411	15.08.2017	1	NA	NA	10	74	2	40	15	NA	NA	no	yes	2	1
4179	39	L19C	low	control	3	369	30.06.2016	411	15.08.2017	1	NA	NA	25	54	1	43	15	NA	NA	no	yes	2	1
4180	40	L20V	low	virus	4	369	30.06.2016	411	15.08.2017	1	NA	NA	36	62	1	27	15	NA	NA	no	yes	2	1
4181	41	H1V	high	virus	6	369	30.06.2016	411	15.08.2017	1	NA	NA	44	64	2	3	15	NA	NA	no	yes	2	1
4182	42	H2C	high	control	5	369	30.06.2016	411	15.08.2017	1	NA	NA	20	60	6	21	15	NA	NA	no	yes	2	1
4183	43	H3V	high	virus	6	369	30.06.2016	411	15.08.2017	1	NA	NA	6	55	0	45	15	NA	NA	no	yes	2	1
4184	44	H4C	high	control	5	369	30.06.2016	411	15.08.2017	NA	NA	NA	NA	NA	NA	42	15	NA	NA	no	yes	2	0
4185	45	H5V	high	virus	6	369	30.06.2016	411	15.08.2017	1	NA	NA	24	68	3	1	15	NA	NA	no	yes	2	1
4186	46	H6C	high	control	5	369	30.06.2016	411	15.08.2017	1	NA	NA	20	51	1	14	15	NA	NA	no	yes	2	1
4187	47	H7C	high	control	5	369	30.06.2016	411	15.08.2017	1	NA	NA	10	47	2	50	15	NA	NA	no	yes	2	1
4188	48	H8V	high	virus	6	369	30.06.2016	411	15.08.2017	1	NA	NA	11	54	0	47	15	NA	NA	no	yes	2	1
4189	49	H9V	high	virus	6	369	30.06.2016	411	15.08.2017	1	NA	NA	21	61	1	55	15	NA	NA	no	yes	2	1
4190	50	H10C	high	control	5	369	30.06.2016	411	15.08.2017	1	NA	NA	22	54	3	25	15	NA	NA	no	yes	2	1
4191	51	H11V	high	virus	6	369	30.06.2016	411	15.08.2017	NA	NA	NA	NA	NA	NA	37	15	NA	NA	no	yes	2	0
4192	52	H12C	high	control	5	369	30.06.2016	411	15.08.2017	1	NA	NA	14	53	2	29	15	NA	NA	no	yes	2	1
4193	53	H13V	high	virus	6	369	30.06.2016	411	15.08.2017	1	NA	NA	25	69	1	2	15	NA	NA	no	yes	2	1
4194	54	H14C	high	control	5	369	30.06.2016	411	15.08.2017	1	NA	NA	23	62	2	19	15	NA	NA	no	yes	2	1
4195	55	H15V	high	virus	6	369	30.06.2016	411	15.08.2017	1	NA	NA	5	56	3	16	15	NA	NA	no	yes	2	1
4196	56	H16C	high	control	5	369	30.06.2016	411	15.08.2017	1	NA	NA	11	75	4	54	15	NA	NA	no	yes	2	1
4197	57	H17V	high	virus	6	369	30.06.2016	411	15.08.2017	1	NA	NA	26	65	2	53	15	NA	NA	no	yes	2	1
4198	58	H18V	high	virus	6	369	30.06.2016	411	15.08.2017	NA	NA	NA	NA	NA	NA	36	15	NA	NA	no	yes	2	0
4199	59	H19C	high	control	5	369	30.06.2016	411	15.08.2017	NA	NA	NA	NA	NA	NA	22	15	NA	NA	no	yes	2	0
4200	60	H20C	high	control	5	369	30.06.2016	411	15.08.2017	1	NA	NA	14	55	0	48	15	NA	NA	no	yes	2	1
4201	1	C1V	control	virus	2	375	30.06.2016	417	21.08.2017	1	NA	NA	22	70	0	11	16	NA	NA	no	yes	2	1
4202	2	C2C	control	control	1	375	30.06.2016	417	21.08.2017	1	NA	NA	21	98	2	59	16	NA	NA	no	yes	2	1
4203	3	C3C	control	control	1	375	30.06.2016	417	21.08.2017	1	NA	NA	31	68	4	12	16	NA	NA	no	yes	2	1
4204	4	C4V	control	virus	2	375	30.06.2016	417	21.08.2017	1	NA	NA	36	35	2	30	16	NA	NA	no	yes	2	1
4205	5	C5V	control	virus	2	375	30.06.2016	417	21.08.2017	1	NA	NA	18	72	1	9	16	NA	NA	no	yes	2	1
4206	6	C6C	control	control	1	375	30.06.2016	417	21.08.2017	1	NA	NA	38	64	1	32	16	NA	NA	no	yes	2	1
4207	7	C7C	control	control	1	375	30.06.2016	417	21.08.2017	1	NA	NA	6	70	1	41	16	NA	NA	no	yes	2	1
4208	8	C8V	control	virus	2	375	30.06.2016	417	21.08.2017	1	NA	NA	4	22	0	5	16	NA	NA	no	yes	2	1
4209	9	C9C	control	control	1	375	30.06.2016	417	21.08.2017	NA	NA	NA	NA	NA	NA	24	16	NA	NA	no	yes	2	0
4210	10	C10C	control	control	1	375	30.06.2016	417	21.08.2017	1	NA	NA	27	82	0	7	16	NA	NA	no	yes	2	1
4211	11	C11V	control	virus	2	375	30.06.2016	417	21.08.2017	1	NA	NA	33	69	0	17	16	NA	NA	no	yes	2	1
4212	12	C12C	control	control	1	375	30.06.2016	417	21.08.2017	NA	NA	NA	NA	NA	NA	46	16	NA	NA	no	yes	2	0
4213	13	C13V	control	virus	2	375	30.06.2016	417	21.08.2017	1	NA	NA	23	78	0	8	16	NA	NA	no	yes	2	1
4214	14	C14C	control	control	1	375	30.06.2016	417	21.08.2017	1	NA	NA	38	85	0	13	16	NA	NA	no	yes	2	1
4215	15	C15V	control	virus	2	375	30.06.2016	417	21.08.2017	NA	NA	NA	NA	NA	NA	26	16	NA	NA	no	yes	2	0
4216	16	C16V	control	virus	2	375	30.06.2016	417	21.08.2017	1	NA	NA	0	0	0	18	16	NA	NA	no	yes	2	0
4217	17	C17V	control	virus	2	375	30.06.2016	417	21.08.2017	1	NA	NA	20	81	0	23	16	NA	NA	no	yes	2	1
4218	18	C18V	control	virus	2	375	30.06.2016	417	21.08.2017	1	NA	NA	40	82	1	10	16	NA	NA	no	yes	2	1
4219	19	C19C	control	control	1	375	30.06.2016	417	21.08.2017	1	NA	NA	22	79	3	4	16	NA	NA	no	yes	2	1
4220	20	C20C	control	control	1	375	30.06.2016	417	21.08.2017	1	NA	NA	42	78	3	20	16	NA	NA	no	yes	2	1
4221	21	L1V	low	virus	4	375	30.06.2016	417	21.08.2017	1	NA	NA	16	64	0	52	16	NA	NA	no	yes	2	1
4222	22	L2V	low	virus	4	375	30.06.2016	417	21.08.2017	1	NA	NA	9	62	3	44	16	NA	NA	no	yes	2	1
4223	23	L3C	low	control	3	375	30.06.2016	417	21.08.2017	NA	NA	NA	NA	NA	NA	33	16	NA	NA	no	yes	2	0
4224	24	L4C	low	control	3	375	30.06.2016	417	21.08.2017	1	NA	NA	31	66	0	15	16	NA	NA	no	yes	2	1
4225	25	L5V	low	virus	4	375	30.06.2016	417	21.08.2017	1	NA	NA	26	72	0	28	16	NA	NA	no	yes	2	1
4226	26	L6C	low	control	3	375	30.06.2016	417	21.08.2017	1	NA	NA	24	65	3	31	16	NA	NA	no	yes	2	1
4227	27	L7C	low	control	3	375	30.06.2016	417	21.08.2017	1	NA	NA	15	50	0	51	16	NA	NA	no	yes	2	1
4228	28	L8C	low	control	3	375	30.06.2016	417	21.08.2017	1	NA	NA	30	68	0	34	16	NA	NA	no	yes	2	1
4229	29	L9V	low	virus	4	375	30.06.2016	417	21.08.2017	1	NA	NA	6	72	0	58	16	NA	NA	no	yes	2	1
4230	30	L10V	low	virus	4	375	30.06.2016	417	21.08.2017	NA	NA	NA	NA	NA	NA	39	16	NA	NA	no	yes	2	0
4231	31	L11C	low	control	3	375	30.06.2016	417	21.08.2017	1	NA	NA	9	47	0	57	16	NA	NA	no	yes	2	1
4232	32	L12V	low	virus	4	375	30.06.2016	417	21.08.2017	1	NA	NA	2	70	1	49	16	NA	NA	no	yes	2	1
4233	33	L13V	low	virus	4	375	30.06.2016	417	21.08.2017	1	NA	NA	26	71	2	35	16	NA	NA	no	yes	2	1
4234	34	L14C	low	control	3	375	30.06.2016	417	21.08.2017	1	NA	NA	1	37	1	56	16	NA	NA	no	yes	2	0
4235	35	L15V	low	virus	4	375	30.06.2016	417	21.08.2017	1	NA	NA	21	71	3	6	16	NA	NA	no	yes	2	1
4236	36	L16V	low	virus	4	375	30.06.2016	417	21.08.2017	1	NA	NA	8	55	4	38	16	NA	NA	no	yes	2	1
4237	37	L17C	low	control	3	375	30.06.2016	417	21.08.2017	1	NA	NA	17	79	3	60	16	NA	NA	no	yes	2	1
4238	38	L18C	low	control	3	375	30.06.2016	417	21.08.2017	1	NA	NA	21	74	3	40	16	NA	NA	no	yes	2	1
4239	39	L19C	low	control	3	375	30.06.2016	417	21.08.2017	1	NA	NA	21	55	0	43	16	NA	NA	no	yes	2	1
4240	40	L20V	low	virus	4	375	30.06.2016	417	21.08.2017	1	NA	NA	26	73	0	27	16	NA	NA	no	yes	2	1
4241	41	H1V	high	virus	6	375	30.06.2016	417	21.08.2017	1	NA	NA	26	70	2	3	16	NA	NA	no	yes	2	1
4242	42	H2C	high	control	5	375	30.06.2016	417	21.08.2017	1	NA	NA	30	66	7	21	16	NA	NA	no	yes	2	1
4243	43	H3V	high	virus	6	375	30.06.2016	417	21.08.2017	1	NA	NA	7	55	3	45	16	NA	NA	no	yes	2	1
4244	44	H4C	high	control	5	375	30.06.2016	417	21.08.2017	NA	NA	NA	NA	NA	NA	42	16	NA	NA	no	yes	2	0
4245	45	H5V	high	virus	6	375	30.06.2016	417	21.08.2017	1	NA	NA	14	75	7	1	16	NA	NA	no	yes	2	1
4246	46	H6C	high	control	5	375	30.06.2016	417	21.08.2017	1	NA	NA	22	57	3	14	16	NA	NA	no	yes	2	1
4247	47	H7C	high	control	5	375	30.06.2016	417	21.08.2017	1	NA	NA	7	47	1	50	16	NA	NA	no	yes	2	1
4248	48	H8V	high	virus	6	375	30.06.2016	417	21.08.2017	1	NA	NA	15	65	2	47	16	NA	NA	no	yes	2	1
4249	49	H9V	high	virus	6	375	30.06.2016	417	21.08.2017	1	NA	NA	35	62	1	55	16	NA	NA	no	yes	2	1
4250	50	H10C	high	control	5	375	30.06.2016	417	21.08.2017	1	NA	NA	10	60	1	25	16	NA	NA	no	yes	2	1
4251	51	H11V	high	virus	6	375	30.06.2016	417	21.08.2017	NA	NA	NA	NA	NA	NA	37	16	NA	NA	no	yes	2	0
4252	52	H12C	high	control	5	375	30.06.2016	417	21.08.2017	1	NA	NA	13	60	1	29	16	NA	NA	no	yes	2	1
4253	53	H13V	high	virus	6	375	30.06.2016	417	21.08.2017	1	NA	NA	26	76	3	2	16	NA	NA	no	yes	2	1
4254	54	H14C	high	control	5	375	30.06.2016	417	21.08.2017	1	NA	NA	22	63	2	19	16	NA	NA	no	yes	2	1
4255	55	H15V	high	virus	6	375	30.06.2016	417	21.08.2017	1	NA	NA	28	61	2	16	16	NA	NA	no	yes	2	1
4256	56	H16C	high	control	5	375	30.06.2016	417	21.08.2017	1	NA	NA	7	75	3	54	16	NA	NA	no	yes	2	1
4257	57	H17V	high	virus	6	375	30.06.2016	417	21.08.2017	1	NA	NA	19	71	1	53	16	NA	NA	no	yes	2	1
4258	58	H18V	high	virus	6	375	30.06.2016	417	21.08.2017	NA	NA	NA	NA	NA	NA	36	16	NA	NA	no	yes	2	0
4259	59	H19C	high	control	5	375	30.06.2016	417	21.08.2017	NA	NA	NA	NA	NA	NA	22	16	NA	NA	no	yes	2	0
4260	60	H20C	high	control	5	375	30.06.2016	417	21.08.2017	1	NA	NA	32	55	1	48	16	NA	NA	no	yes	2	1
4261	1	C1V	control	virus	2	384	30.06.2016	426	30.08.2017	1	NA	NA	23	77	2	11	17	NA	NA	no	yes	2	1
4262	2	C2C	control	control	1	384	30.06.2016	426	30.08.2017	1	NA	NA	19	111	2	59	17	NA	NA	no	yes	2	1
4263	3	C3C	control	control	1	384	30.06.2016	426	30.08.2017	1	NA	NA	31	88	2	12	17	NA	NA	no	yes	2	1
4264	4	C4V	control	virus	2	384	30.06.2016	426	30.08.2017	1	NA	NA	50	80	1	30	17	NA	NA	no	yes	2	1
4265	5	C5V	control	virus	2	384	30.06.2016	426	30.08.2017	1	NA	NA	24	83	0	9	17	NA	NA	no	yes	2	1
4266	6	C6C	control	control	1	384	30.06.2016	426	30.08.2017	1	NA	NA	42	86	1	32	17	NA	NA	no	yes	2	1
4267	7	C7C	control	control	1	384	30.06.2016	426	30.08.2017	1	NA	NA	19	74	1	41	17	NA	NA	no	yes	2	1
4268	8	C8V	control	virus	2	384	30.06.2016	426	30.08.2017	1	NA	NA	8	23	0	5	17	NA	NA	no	yes	2	1
4269	9	C9C	control	control	1	384	30.06.2016	426	30.08.2017	NA	NA	NA	NA	NA	NA	24	17	NA	NA	no	yes	2	0
4270	10	C10C	control	control	1	384	30.06.2016	426	30.08.2017	1	NA	NA	41	93	3	7	17	NA	NA	no	yes	2	1
4271	11	C11V	control	virus	2	384	30.06.2016	426	30.08.2017	1	NA	NA	21	74	0	17	17	NA	NA	no	yes	2	1
4272	12	C12C	control	control	1	384	30.06.2016	426	30.08.2017	NA	NA	NA	NA	NA	NA	46	17	NA	NA	no	yes	2	0
4273	13	C13V	control	virus	2	384	30.06.2016	426	30.08.2017	1	NA	NA	39	85	1	8	17	NA	NA	no	yes	2	1
4274	14	C14C	control	control	1	384	30.06.2016	426	30.08.2017	1	NA	NA	13	112	4	13	17	NA	NA	no	yes	2	1
4275	15	C15V	control	virus	2	384	30.06.2016	426	30.08.2017	NA	NA	NA	NA	NA	NA	26	17	NA	NA	no	yes	2	0
4276	16	C16V	control	virus	2	384	30.06.2016	426	30.08.2017	NA	NA	NA	NA	NA	NA	18	17	NA	NA	no	yes	2	0
4277	17	C17V	control	virus	2	384	30.06.2016	426	30.08.2017	1	NA	NA	8	85	1	23	17	NA	NA	no	yes	2	1
4278	18	C18V	control	virus	2	384	30.06.2016	426	30.08.2017	1	NA	NA	23	91	2	10	17	NA	NA	no	yes	2	1
4279	19	C19C	control	control	1	384	30.06.2016	426	30.08.2017	1	NA	NA	31	83	4	4	17	NA	NA	no	yes	2	1
4280	20	C20C	control	control	1	384	30.06.2016	426	30.08.2017	1	NA	NA	38	89	4	20	17	NA	NA	no	yes	2	1
4281	21	L1V	low	virus	4	384	30.06.2016	426	30.08.2017	1	NA	NA	22	65	0	52	17	NA	NA	no	yes	2	1
4282	22	L2V	low	virus	4	384	30.06.2016	426	30.08.2017	1	NA	NA	8	65	3	44	17	NA	NA	no	yes	2	1
4283	23	L3C	low	control	3	384	30.06.2016	426	30.08.2017	NA	NA	NA	NA	NA	NA	33	17	NA	NA	no	yes	2	0
4284	24	L4C	low	control	3	384	30.06.2016	426	30.08.2017	1	NA	NA	25	89	1	15	17	NA	NA	no	yes	2	1
4285	25	L5V	low	virus	4	384	30.06.2016	426	30.08.2017	1	NA	NA	32	72	1	28	17	NA	NA	no	yes	2	1
4286	26	L6C	low	control	3	384	30.06.2016	426	30.08.2017	1	NA	NA	19	77	6	31	17	NA	NA	no	yes	2	1
4287	27	L7C	low	control	3	384	30.06.2016	426	30.08.2017	1	NA	NA	22	54	0	51	17	NA	NA	no	yes	2	1
4288	28	L8C	low	control	3	384	30.06.2016	426	30.08.2017	1	NA	NA	36	70	1	34	17	NA	NA	no	yes	2	1
4289	29	L9V	low	virus	4	384	30.06.2016	426	30.08.2017	1	NA	NA	28	72	0	58	17	NA	NA	no	yes	2	1
4290	30	L10V	low	virus	4	384	30.06.2016	426	30.08.2017	NA	NA	NA	NA	NA	NA	39	17	NA	NA	no	yes	2	0
4291	31	L11C	low	control	3	384	30.06.2016	426	30.08.2017	1	NA	NA	18	51	0	57	17	NA	NA	no	yes	2	1
4292	32	L12V	low	virus	4	384	30.06.2016	426	30.08.2017	1	NA	NA	34	73	0	49	17	NA	NA	no	yes	2	1
4293	33	L13V	low	virus	4	384	30.06.2016	426	30.08.2017	1	NA	NA	33	73	2	35	17	NA	NA	no	yes	2	1
4294	34	L14C	low	control	3	384	30.06.2016	426	30.08.2017	1	NA	NA	0	38	0	56	17	NA	NA	no	yes	2	0
4295	35	L15V	low	virus	4	384	30.06.2016	426	30.08.2017	1	NA	NA	47	81	3	6	17	NA	NA	no	yes	2	1
4296	36	L16V	low	virus	4	384	30.06.2016	426	30.08.2017	1	NA	NA	11	65	1	38	17	NA	NA	no	yes	2	1
4297	37	L17C	low	control	3	384	30.06.2016	426	30.08.2017	1	NA	NA	22	81	0	60	17	NA	NA	no	yes	2	1
4298	38	L18C	low	control	3	384	30.06.2016	426	30.08.2017	1	NA	NA	39	75	2	40	17	NA	NA	no	yes	2	1
4299	39	L19C	low	control	3	384	30.06.2016	426	30.08.2017	1	NA	NA	19	67	2	43	17	NA	NA	no	yes	2	1
4300	40	L20V	low	virus	4	384	30.06.2016	426	30.08.2017	1	NA	NA	26	73	1	27	17	NA	NA	no	yes	2	1
4301	41	H1V	high	virus	6	384	30.06.2016	426	30.08.2017	1	NA	NA	25	76	2	3	17	NA	NA	no	yes	2	1
4302	42	H2C	high	control	5	384	30.06.2016	426	30.08.2017	1	NA	NA	22	80	5	21	17	NA	NA	no	yes	2	1
4303	43	H3V	high	virus	6	384	30.06.2016	426	30.08.2017	1	NA	NA	4	59	1	45	17	NA	NA	no	yes	2	1
4304	44	H4C	high	control	5	384	30.06.2016	426	30.08.2017	NA	NA	NA	NA	NA	NA	42	17	NA	NA	no	yes	2	0
4305	45	H5V	high	virus	6	384	30.06.2016	426	30.08.2017	1	NA	NA	24	80	3	1	17	NA	NA	no	yes	2	1
4306	46	H6C	high	control	5	384	30.06.2016	426	30.08.2017	1	NA	NA	33	59	7	14	17	NA	NA	no	yes	2	1
4307	47	H7C	high	control	5	384	30.06.2016	426	30.08.2017	1	NA	NA	6	53	0	50	17	NA	NA	no	yes	2	1
4308	48	H8V	high	virus	6	384	30.06.2016	426	30.08.2017	1	NA	NA	35	75	2	47	17	NA	NA	no	yes	2	1
